id,className,a-index,inDeg,isKey?,OSE
350,org.argouml.uml.diagram.ui.FigRealization,20.5,1,0,0.022040086
351,org.argouml.uml.diagram.static_structure.ui.FigClass,33.666668,8,0,0.183757516
352,org.argouml.uml.ui.behavior.state_machines.PropPanelFinalState,33.8,1,0,0.016787133
353,org.argouml.xml.xmi.XMIParser,42,2,0,0.304907159
354,org.argouml.uml.ColumnAbstract,68,1,0,0.224095054
355,org.argouml.ui.Actions,41.4,5,0,3.395227368
356,org.argouml.uml.cognitive.critics.CrMissingStateName,81.28571,1,0,0.008055952
357,org.argouml.xml.DTDEntityResolver,0,0,0,0
358,org.argouml.uml.diagram.state.ui.GoTransToTargetState,51,1,0,0.021680611
359,org.argouml.uml.ui.model_management.PropPanelModel,14.5,1,0,0.019238691
360,org.argouml.ui.ToDoItemAction,20.333334,4,0,0.072617042
361,org.argouml.ui.TabDocs,4.5,0,0,0
362,org.argouml.ui.ActionNavForw,59.4,1,0,0.012522961
363,org.argouml.uml.cognitive.checklist.ChActor,15,0,0,0
364,org.argouml.uml.cognitive.critics.CrSignatureConflict,110.25,1,0,0.008055952
365,org.argouml.application.api.Notation,20.272728,18,2,0.815954935
